Permit ID: FD-00021,05/27/2022,Ineffective Visit,,0,,,,,,
Permit ID: FD-00021,11-03-21,Routine Inspection,B,1,,,,,,
Permit ID: FD-00021,05/26/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00021,03/22/2021,Advisory,,0,,,,,,
Permit ID: FD-00021,10/23/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00021,10/21/2020,Advisory,,0,,,,,,
Permit ID: FD-00021,09/30/2020,Ineffective Visit,,0,,,,,,
Permit ID: FD-00022,04/17/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00022,11-08-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00022,06-01-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00022,05/31/2022,Ineffective Visit,,0,,,,,,
Permit ID: FD-00022,11/13/2021,Advisory,,0,,,,,,
Permit ID: FD-00022,09-09-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00022,04/20/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00022,01/28/2021,Advisory,,0,,,,,,
Permit ID: FD-00023,04/18/2023,Routine Inspection,Cutting Edge A+,0,,,,,,
Permit ID: FD-00023,10-04-22,Routine Inspection,Cutting Edge A+,0,,,,,,
Permit ID: FD-00023,03/14/2022,Routine Inspection,Cutting Edge A+,0,,,,,,
Permit ID: FD-00023,08-12-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00023,02/22/2021,Verification Visit,A,0,,,,,,
Permit ID: FD-00023,11/23/2020,Advisory,,0,,,,,,
Permit ID: FD-00024,04-03-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00024,11/22/2022,Re-Inspection,,0,,,,,,
Permit ID: FD-00024,11/18/2022,Routine Inspection,B,1,,,,,,
Permit ID: FD-00024,06-01-22,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00024,09-10-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00024,01-12-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00024,09-01-20,Routine Inspection,A,0,,,,,,
Permit ID: FD-00025,06-06-23,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00025,05/19/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00025,05-05-21,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00025,04/22/2021,Advisory,,0,,,,,,
Permit ID: FD-00025,03/18/2021,Ineffective Visit,,0,,,,,,
Permit ID: FD-00025,02/25/2021,Advisory,,0,,,,,,
Permit ID: FD-00025,12-03-20,Advisory,,0,,,,,,
Permit ID: FD-00025,11-02-20,Advisory,,0,,,,,,
Permit ID: FD-00025,10/28/2020,Advisory,,0,,,,,,
Permit ID: FD-00025,09/28/2020,Advisory,,0,,,,,,
Permit ID: FD-00025,08/31/2020,Ineffective Visit,,0,,,,,,
Permit ID: FD-00027,06/22/2023,Routine Inspection,B,1,,,,,,
Permit ID: FD-00027,12-08-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00027,06/14/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00027,09/29/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00027,03-03-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00027,02/25/2021,Advisory,,0,,,,,,
Permit ID: FD-00027,10/14/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00028,06/23/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00028,12-09-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00028,06-01-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00028,10/29/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00028,07/27/2021,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00028,05/18/2021,Advisory,,0,,,,,,
Permit ID: FD-00028,11/16/2020,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00029,07/31/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00029,03/24/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00029,09/21/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00029,05-02-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00029,01-10-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00029,10/13/2021,Advisory,,0,,,,,,
Permit ID: FD-00029,03/18/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00029,12/22/2020,Advisory,,0,,,,,,
Permit ID: FD-00029,11-04-20,Advisory,,0,,,,,,
Permit ID: FD-00033,06/21/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00033,11/22/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00033,05/16/2022,Routine Inspection,B,0,,,,,,
Permit ID: FD-00033,09/22/2021,Routine Inspection,Not Participating,1,,,,,,
Permit ID: FD-00033,04/29/2021,Routine Inspection,B,1,,,,,,
Permit ID: FD-00033,09/28/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00034,03/21/2023,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00034,10-04-22,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00034,10-03-22,Ineffective Visit,,0,,,,,,
Permit ID: FD-00034,06/21/2022,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00034,11/16/2021,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00034,06/15/2021,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00034,10-08-20,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00036,03/21/2023,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00036,10-04-22,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00036,10-03-22,Ineffective Visit,,0,,,,,,
Permit ID: FD-00036,06/21/2022,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00036,11/16/2021,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00036,06/15/2021,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00036,10-08-20,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00040,07/27/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00040,04-05-23,Routine Inspection,B,1,,,,,,
Permit ID: FD-00040,12-02-22,Routine Inspection,Not Participating,1,,,,,,
Permit ID: FD-00040,08/17/2022,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00040,08-09-22,Ineffective Visit,,0,,,,,,
Permit ID: FD-00040,05/16/2022,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00040,11/16/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00040,11/15/2021,Ineffective Visit,,0,,,,,,
Permit ID: FD-00040,08/24/2021,Re-Inspection,,0,,,,,,
Permit ID: FD-00040,08/19/2021,Routine Inspection,Not Participating,1,,,,,,
Permit ID: FD-00040,08-12-21,Advisory,,0,,,,,,
Permit ID: FD-00040,04/21/2021,Re-Inspection,,0,,,,,,
Permit ID: FD-00040,04/13/2021,Routine Inspection,Not Participating,1,,,,,,
Permit ID: FD-00040,12-01-20,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00040,11/13/2020,Advisory,,0,,,,,,
Permit ID: FD-00041,08-04-23,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00041,04/14/2023,Routine Inspection,Not Participating,1,,,,,,
Permit ID: FD-00041,11-03-22,Routine Inspection,Not Participating,1,,,,,,
Permit ID: FD-00041,08/18/2022,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00041,02/22/2022,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00041,11-10-21,Routine Inspection,B,1,,,,,,
Permit ID: FD-00041,08/17/2021,Routine Inspection,B,1,,,,,,
Permit ID: FD-00041,04/29/2021,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00041,04-02-21,Ineffective Visit,,0,,,,,,
Permit ID: FD-00041,01/29/2021,Advisory,,0,,,,,,
Permit ID: FD-00041,01/28/2021,Advisory,,0,,,,,,
Permit ID: FD-00041,11/18/2020,Ineffective Visit,,0,,,,,,
Permit ID: FD-00041,09/24/2020,Ineffective Visit,,0,,,,,,
Permit ID: FD-00042,08-02-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00042,03/27/2023,Routine Inspection,B,1,,,,,,
Permit ID: FD-00042,11-03-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00042,07-12-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00042,04/20/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00042,12-02-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00042,08-04-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00042,04/16/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00042,12-03-20,Routine Inspection,A,0,,,,,,
Permit ID: FD-00042,10-01-20,Routine Inspection,A,0,,,,,,
Permit ID: FD-00043,06/22/2023,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00043,02/22/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00043,12-09-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00043,10/25/2022,Ineffective Visit,,0,,,,,,
Permit ID: FD-00043,08-10-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00043,03-07-22,Advisory,,0,,,,,,
Permit ID: FD-00043,12-01-21,Advisory,,0,,,,,,
Permit ID: FD-00043,09/16/2021,Advisory,,0,,,,,,
Permit ID: FD-00043,05/18/2021,Advisory,,0,,,,,,
Permit ID: FD-00043,03/31/2021,Advisory,,0,,,,,,
Permit ID: FD-00043,12-02-20,Advisory,,0,,,,,,
Permit ID: FD-00043,11/24/2020,Advisory,,0,,,,,,
Permit ID: FD-00043,10-06-20,Advisory,,0,,,,,,
Permit ID: FD-00044,08-10-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00044,05/15/2023,Routine Inspection,Cutting Edge A+,0,,,,,,
Permit ID: FD-00044,02-09-23,Routine Inspection,Cutting Edge A+,0,,,,,,
Permit ID: FD-00044,12/15/2022,Routine Inspection,B,1,,,,,,
Permit ID: FD-00044,09/20/2022,Routine Inspection,B,1,,,,,,
Permit ID: FD-00044,06/20/2022,Routine Inspection,B,1,,,,,,
Permit ID: FD-00044,02/23/2022,Routine Inspection,B,1,,,,,,
Permit ID: FD-00044,11/17/2021,Verification Visit,Not Participating,2,,,,,,
Permit ID: FD-00044,07/29/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00044,04/27/2021,Verification Visit,A,1,,,,,,
Permit ID: FD-00044,01/27/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00044,09/14/2020,Verification Visit,A,0,,,,,,
Permit ID: FD-00045,03/28/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00045,09-09-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00045,02/24/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00045,09-09-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00045,02/26/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00045,08/25/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00046,07/26/2023,Advisory,,0,,,,,,
Permit ID: FD-00046,07-11-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00046,11/28/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00046,07/27/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00046,12-07-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00046,06/29/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00046,12-08-20,Routine Inspection,A,0,,,,,,
Permit ID: FD-00046,11-02-20,Ineffective Visit,,0,,,,,,
Permit ID: FD-00049,06/20/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00049,10-04-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00049,04-07-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00049,10/28/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00049,04/23/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00049,12-03-20,Routine Inspection,A,0,,,,,,
Permit ID: FD-00050,08/17/2023,Routine Inspection,B,1,,,,,,
Permit ID: FD-00050,04/18/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00050,10-06-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00050,06-02-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00050,09/22/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00050,05/18/2021,Advisory,,0,,,,,,
Permit ID: FD-00050,03/31/2021,Advisory,,0,,,,,,
Permit ID: FD-00050,03/31/2021,Advisory,,0,,,,,,
Permit ID: FD-00050,11/24/2020,Advisory,,0,,,,,,
Permit ID: FD-00050,10-08-20,Advisory,,0,,,,,,
Permit ID: FD-00053,08-03-23,Routine Inspection,B,1,,,,,,
Permit ID: FD-00053,02/15/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00053,08-04-22,Routine Inspection,B,1,,,,,,
Permit ID: FD-00053,01/26/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00053,11/23/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00053,06/30/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00053,11-12-20,Routine Inspection,Not Participating,0,,,,,,
Permit ID: FD-00055,03/21/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00055,11-03-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00055,05-05-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00055,09/29/2021,Routine Inspection,B,1,,,,,,
Permit ID: FD-00055,04/13/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00055,09-02-20,Routine Inspection,A,0,,,,,,
Permit ID: FD-00056,04-12-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00056,11-10-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00056,06-06-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00056,06-01-22,Ineffective Visit,,0,,,,,,
Permit ID: FD-00056,11-03-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00056,04/20/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00056,11-04-20,Routine Inspection,A,0,,,,,,
Permit ID: FD-00056,08/28/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00061,02/27/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00061,08/30/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00061,04-11-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00061,09/22/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00061,04/21/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00061,09-03-20,Routine Inspection,A,0,,,,,,
Permit ID: FD-00062,08/16/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00062,03-03-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00062,09-06-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00062,02/28/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00062,08-11-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00062,02/23/2021,Routine Inspection,B,1,,,,,,
Permit ID: FD-00062,09/28/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00063,02/23/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00063,09-07-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00063,01-10-22,Routine Inspection,B,1,,,,,,
Permit ID: FD-00063,09/28/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00063,01-06-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00063,09/23/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00064,03/24/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00064,09/13/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00064,05-03-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00064,08/31/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00064,05-05-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00065,01/27/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00065,10/18/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00065,04/19/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00065,08-12-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00065,05-04-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00066,03-03-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00066,10-05-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00066,02/17/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00066,08-09-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00066,02/23/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00066,09/28/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00067,08-10-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00067,04-11-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00067,03/15/2023,Ineffective Visit,,0,,,,,,
Permit ID: FD-00067,08/15/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00067,04-11-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00067,08-11-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00067,02-04-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00068,01/31/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00068,08/23/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00068,02-07-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00068,09/15/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00068,03-04-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00068,09/15/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00069,02/23/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00069,11-10-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00069,04-05-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00069,10/14/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00069,04/20/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00069,09/15/2020,Routine Inspection,A,0,,,,,,
Permit ID: FD-00070,03/24/2023,Routine Inspection,A,0,,,,,,
Permit ID: FD-00070,09/15/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00070,02/28/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00070,08-11-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00070,08-10-21,Advisory,,0,,,,,,
Permit ID: FD-00070,02-03-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00071,03-08-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00071,09-06-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00071,03/28/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00071,08-09-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00071,02-03-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00072,04-05-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00072,10/17/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00072,05-05-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00072,11-02-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00072,05-10-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00072,11-09-20,Routine Inspection,A,0,,,,,,
Permit ID: FD-00073,03-08-23,Routine Inspection,A,0,,,,,,
Permit ID: FD-00073,08-10-22,Routine Inspection,A,0,,,,,,
Permit ID: FD-00073,04/27/2022,Routine Inspection,A,0,,,,,,
Permit ID: FD-00073,08/16/2021,Routine Inspection,A,0,,,,,,
Permit ID: FD-00073,03-04-21,Routine Inspection,A,0,,,,,,
Permit ID: FD-00074,02/14/2023,Routine Inspection,A,0,,,,,,
